0.0386538,0.179457,-0.0445136,0.0010204,0.000959503,-0.00375994,9.81,0.180402,-0.139482,-0.18428,-0.159501,20.1813134646926,100.898317704524,-27.5096532205535,91.1168625953148
0.0386567,0.179462,-0.0445232,0.00101676,0.000989152,-0.00378832,9.81,0.1804,-0.139486,-0.184279,-0.159505,25.9548650582061,107.892611861172,-33.22031614852,98.441621898783
0.0386567,0.179462,-0.0445232,0.00101676,0.000989152,-0.00378832,9.81,0.180399,-0.139487,-0.184279,-0.159506,31.1424330479352,113.852752681874,-38.4535344116525,104.933388772327
0.0386572,0.179463,-0.0445252,0.00101617,0.000987851,-0.00380687,9.81,0.180398,-0.139488,-0.184278,-0.159507,35.4529578909337,118.355034946208,-42.8867254772161,110.15574260671
0.0386571,0.179476,-0.0445204,0.000539562,0.013665,0.00442497,9.81,0.180398,-0.139492,-0.184279,-0.159505,38.7235221726601,121.14925910574,-46.3054751305562,113.832316234332
0.0386555,0.1795,-0.0445124,-0.000307567,0.0238029,0.00748636,9.81,0.180403,-0.139559,-0.184275,-0.159573,40.9269152457009,122.186328010799,-48.629086409148,115.882578235598
0.0386481,0.179577,-0.0444739,-0.00268329,0.0441458,0.021335,9.81,0.180412,-0.139636,-0.184295,-0.159649,42.1656277219666,121.60502834224,-49.9073781843372,116.409802363896
0.0386481,0.179577,-0.0444739,-0.00268329,0.0441458,0.021335,9.81,0.180412,-0.139639,-0.184265,-0.159652,42.6349253600644,119.683862538888,-50.3038394736397,115.659670423201
0.0386363,0.179693,-0.0444123,-0.0048457,0.0636368,0.0333535,9.81,0.180427,-0.139753,-0.18425,-0.159767,42.5966916004221,116.785561672716,-50.041076370495,113.971039464261
0.0386363,0.179693,-0.0444123,-0.0048457,0.0636368,0.0333535,9.81,0.180427,-0.139753,-0.18425,-0.159767,42.305225096452,113.289497560432,-49.3852586399164,111.708962381467
0.0386209,0.179847,-0.0443284,-0.00663853,0.0815775,0.0441668,9.81,0.180475,-0.139833,-0.184247,-0.159829,41.9979551681879,109.538485541026,-48.5729111859191,109.210304893811
0.0386209,0.179847,-0.0443284,-0.00663853,0.0815775,0.0441668,9.81,0.180446,-0.139903,-0.184229,-0.159918,41.8237339704929,105.796067751931,-47.8098156979901,106.735103275207
0.0386121,0.179936,-0.0442795,-0.00729458,0.0898322,0.0484625,9.81,0.180458,-0.13999,-0.184217,-0.160005,41.8724310366124,102.237246873704,-47.224867744543,104.454491224724
