0.0137414,0.168991,-0.00114285,0.00171806,0.00155329,0.000296164,9.81,0.153321,-0.149041,-0.205453,-0.149006,16.8651083536442,34.3451274702899,22.4856780965801,53.5606640994861
0.0137451,0.168994,-0.00114032,0.00170767,0.00156832,0.000317436,9.81,0.153321,-0.149044,-0.205453,-0.149009,16.8652418355089,34.345061019444,22.485716211503,53.5606566409783
0.0137451,0.168994,-0.00114032,0.00170767,0.00156832,0.000317436,9.81,0.153321,-0.149044,-0.205453,-0.149009,16.8652418355089,34.345061019444,22.485716211503,53.5606566409783
0.0137451,0.168994,-0.00114032,0.00170767,0.00156832,0.000317436,9.81,0.153321,-0.149044,-0.205453,-0.149009,16.8652418355089,34.345061019444,22.485716211503,53.5606566409783
0.0137499,0.168999,-0.00113687,0.00169181,0.0015484,0.000359955,9.81,0.153322,-0.149049,-0.205452,-0.14901,16.8653977871833,34.3448714356394,22.4858825261481,53.5606536030525
0.0137526,0.169004,-0.00115814,0.00302205,0.00540119,-0.00235096,9.81,0.153324,-0.149035,-0.20545,-0.149004,16.8646672679529,34.3452301548813,22.4847432859596,53.561131865658
0.0137526,0.169004,-0.00115814,0.00302205,0.00540119,-0.00235096,9.81,0.153329,-0.149035,-0.20545,-0.149004,16.8646645275906,34.3453238459605,22.4847432859596,53.561131865658
0.0137584,0.169015,-0.00118658,0.00628385,0.0105982,-0.029044,9.81,0.153326,-0.14906,-0.205457,-0.14901,16.8637405085112,34.3454008734899,22.4837411053694,53.561528308621
0.0137796,0.16905,-0.00127537,0.0129974,0.0201151,-0.0551707,9.81,0.153301,-0.149108,-0.205471,-0.149091,16.8607661806626,34.3470187639587,22.4787609579336,53.5636121259874
0.0137796,0.16905,-0.00127537,0.0129974,0.0201151,-0.0551707,9.81,0.153301,-0.149108,-0.205471,-0.149091,16.8607661806626,34.3470187639587,22.4787609579336,53.5636121259874
0.0138138,0.169103,-0.00139705,0.0196362,0.0290264,-0.0736591,9.81,0.1533,-0.149126,-0.205473,-0.149133,16.8564404599248,34.3491778266576,22.4720644256096,53.5664563822119
0.0138138,0.169103,-0.00139705,0.0196362,0.0290264,-0.0736591,9.81,0.1533,-0.149124,-0.205493,-0.149132,16.8564495978799,34.3492854572853,22.4722691342522,53.5663427909586
0.0138359,0.169135,-0.00146974,0.0228599,0.0331606,-0.0798802,9.81,0.153256,-0.149188,-0.205518,-0.149175,16.8540846901904,34.3504886147251,22.4683249485502,53.5680170494646
0.0138613,0.169172,-0.0015511,0.0261781,0.0367565,-0.0868664,9.81,0.153236,-0.149221,-0.20554,-0.14921,16.8512274892174,34.351899543001,22.4639022883676,53.5699321982733
0.0139224,0.169254,-0.00173527,0.032714,0.0428673,-0.0955363,9.81,0.153228,-0.149243,-0.20558,-0.149265,16.8447061025881,34.3551442829181,22.4543247055421,53.5739004766743
0.0139224,0.169254,-0.00173527,0.032714,0.0428673,-0.0955363,9.81,0.153187,-0.149297,-0.205592,-0.149289,16.8447535501071,34.3550861173976,22.4543265694324,53.5739010682913
0.0139579,0.169299,-0.00183446,0.0358531,0.0454854,-0.0979154,9.81,0.153158,-0.149339,-0.205622,-0.149334,16.8413738746903,34.356626517042,22.4489126888402,53.5761245668
0.0139967,0.169346,-0.00194152,0.039201,0.0473566,-0.104105,9.81,0.153127,-0.149382,-0.205655,-0.149379,16.8376687664174,34.3583592885806,22.4427605871395,53.5787914100694
